lineup_ids,lineup_names,MINUTES
202683-203943-1626209-1628373-1628422,E. Kanter-N. Vonleh-M. Hezonja-F. Ntilikina-D. Dotson,0.0
202683-203943-1626209-1627758-1629019,E. Kanter-N. Vonleh-M. Hezonja-R. Baker-A. Trier,0.0
202683-203504-1626144-1628422-1628995,E. Kanter-T. Burke-E. Mudiay-D. Dotson-K. Knox,0.0
202683-203504-1628373-1628422-1628995,E. Kanter-T. Burke-F. Ntilikina-D. Dotson-K. Knox,0.0
202683-203504-1628995-1629011-1629019,E. Kanter-T. Burke-K. Knox-M. Robinson-A. Trier,0.0
202683-203504-1626209-1628422-1628443,E. Kanter-T. Burke-M. Hezonja-D. Dotson-K. Allen,0.0
202683-203504-1626209-1628373-1628995,E. Kanter-T. Burke-M. Hezonja-F. Ntilikina-K. Knox,0.0
202683-203504-203943-1628422-1628995,E. Kanter-T. Burke-N. Vonleh-D. Dotson-K. Knox,0.0
202683-203504-203943-1628422-1629011,E. Kanter-T. Burke-N. Vonleh-D. Dotson-M. Robinson,0.0
202683-203504-203943-1626209-1628422,E. Kanter-T. Burke-N. Vonleh-M. Hezonja-D. Dotson,0.0
202683-203504-203943-1629011-1629019,E. Kanter-T. Burke-N. Vonleh-M. Robinson-A. Trier,0.0
202683-203504-1627758-1628373-1628995,E. Kanter-T. Burke-R. Baker-F. Ntilikina-K. Knox,0.0
202683-203501-1628422-1628995-1629019,E. Kanter-T. Hardaway Jr.-D. Dotson-K. Knox-A. Trier,0.0
202683-203501-1628422-1629011-1629019,E. Kanter-T. Hardaway Jr.-D. Dotson-M. Robinson-A. Trier,0.0
202683-203501-1626144-1628422-1628436,E. Kanter-T. Hardaway Jr.-E. Mudiay-D. Dotson-L. Kornet,0.0
202683-203501-1626144-1628436-1628995,E. Kanter-T. Hardaway Jr.-E. Mudiay-L. Kornet-K. Knox,0.0
202683-203501-1626144-1626209-1628436,E. Kanter-T. Hardaway Jr.-E. Mudiay-M. Hezonja-L. Kornet,0.0
202683-203501-1626144-1629011-1629019,E. Kanter-T. Hardaway Jr.-E. Mudiay-M. Robinson-A. Trier,0.0
202683-203501-1628373-1628422-1629011,E. Kanter-T. Hardaway Jr.-F. Ntilikina-D. Dotson-M. Robinson,0.0
202683-203501-1628995-1629011-1629019,E. Kanter-T. Hardaway Jr.-K. Knox-M. Robinson-A. Trier,0.0
202683-203501-1626209-1627758-1628422,E. Kanter-T. Hardaway Jr.-M. Hezonja-R. Baker-D. Dotson,0.0
202683-203501-203943-1626144-1628436,E. Kanter-T. Hardaway Jr.-N. Vonleh-E. Mudiay-L. Kornet,0.0
202683-203501-203943-1628373-1629011,E. Kanter-T. Hardaway Jr.-N. Vonleh-F. Ntilikina-M. Robinson,0.0
202683-203501-203943-1626209-1628422,E. Kanter-T. Hardaway Jr.-N. Vonleh-M. Hezonja-D. Dotson,0.0
202683-203501-203504-1626144-1629019,E. Kanter-T. Hardaway Jr.-T. Burke-E. Mudiay-A. Trier,0.0
202683-203501-203504-1626144-1628373,E. Kanter-T. Hardaway Jr.-T. Burke-E. Mudiay-F. Ntilikina,0.0
202683-203501-203504-1626144-1628995,E. Kanter-T. Hardaway Jr.-T. Burke-E. Mudiay-K. Knox,0.0
202683-203501-203504-1626144-1626209,E. Kanter-T. Hardaway Jr.-T. Burke-E. Mudiay-M. Hezonja,0.0
202683-203501-203504-1626144-1629011,E. Kanter-T. Hardaway Jr.-T. Burke-E. Mudiay-M. Robinson,0.0
202683-203501-203504-1627758-1628422,E. Kanter-T. Hardaway Jr.-T. Burke-R. Baker-D. Dotson,0.0
1626144-1628422-1628443-1628995-1629011,E. Mudiay-D. Dotson-K. Allen-K. Knox-M. Robinson,0.0
1626144-1628422-1628436-1628443-1628995,E. Mudiay-D. Dotson-L. Kornet-K. Allen-K. Knox,0.0
1626144-1628372-1628995-1629011-1629019,E. Mudiay-D. Smith Jr.-K. Knox-M. Robinson-A. Trier,0.0
1626144-1628373-1628422-1628443-1628995,E. Mudiay-F. Ntilikina-D. Dotson-K. Allen-K. Knox,0.0
1626144-1628373-1628443-1628995-1629011,E. Mudiay-F. Ntilikina-K. Allen-K. Knox-M. Robinson,0.0
1626144-1627740-1628422-1628436-1628443,E. Mudiay-H. Ellenson-D. Dotson-L. Kornet-K. Allen,0.0
1626144-1627740-1628443-1629011-1629019,E. Mudiay-H. Ellenson-K. Allen-M. Robinson-A. Trier,0.0
1626144-1626209-1628422-1628443-1629011,E. Mudiay-M. Hezonja-D. Dotson-K. Allen-M. Robinson,0.0
1626144-1626209-1628372-1628422-1629011,E. Mudiay-M. Hezonja-D. Smith Jr.-D. Dotson-M. Robinson,0.0
1626144-1626209-1628373-1628995-1629011,E. Mudiay-M. Hezonja-F. Ntilikina-K. Knox-M. Robinson,0.0
1628373-1628422-1628436-1628995-1629019,F. Ntilikina-D. Dotson-L. Kornet-K. Knox-A. Trier,0.0
1627740-1628372-1628422-1628436-1629011,H. Ellenson-D. Smith Jr.-D. Dotson-L. Kornet-M. Robinson,0.0
1627740-1628372-1628436-1628995-1629011,H. Ellenson-D. Smith Jr.-L. Kornet-K. Knox-M. Robinson,0.0
203098-1628422-1628656-1628995-1629011,J. Jenkins-D. Dotson-B. Garrett-K. Knox-M. Robinson,0.0
203098-1628422-1628436-1628656-1629011,J. Jenkins-D. Dotson-L. Kornet-B. Garrett-M. Robinson,0.0
203098-1628422-1628436-1628443-1628995,J. Jenkins-D. Dotson-L. Kornet-K. Allen-K. Knox,0.0
203098-1628372-1628436-1628443-1629011,J. Jenkins-D. Smith Jr.-L. Kornet-K. Allen-M. Robinson,0.0
203098-1626144-1628422-1629011-1629019,J. Jenkins-E. Mudiay-D. Dotson-M. Robinson-A. Trier,0.0
203098-1626144-1627740-1628995-1629011,J. Jenkins-E. Mudiay-H. Ellenson-K. Knox-M. Robinson,0.0
203098-1626144-1626209-1628422-1628436,J. Jenkins-E. Mudiay-M. Hezonja-D. Dotson-L. Kornet,0.0
203098-1627740-1628422-1628656-1628995,J. Jenkins-H. Ellenson-D. Dotson-B. Garrett-K. Knox,0.0
203098-1627740-1628443-1628995-1629011,J. Jenkins-H. Ellenson-K. Allen-K. Knox-M. Robinson,0.0
203098-1628443-1628656-1628995-1629011,J. Jenkins-K. Allen-B. Garrett-K. Knox-M. Robinson,0.0
203098-1626209-1628422-1628439-1628443,J. Jenkins-M. Hezonja-D. Dotson-I. Hicks-K. Allen,0.0
203098-1626209-1627740-1628656-1629011,J. Jenkins-M. Hezonja-H. Ellenson-B. Garrett-M. Robinson,0.0
203098-1626209-1627740-1628436-1628995,J. Jenkins-M. Hezonja-H. Ellenson-L. Kornet-K. Knox,0.0
203098-1626209-1628439-1628443-1628995,J. Jenkins-M. Hezonja-I. Hicks-K. Allen-K. Knox,0.0
203098-203943-1628372-1628422-1628995,J. Jenkins-N. Vonleh-D. Smith Jr.-D. Dotson-K. Knox,0.0
203098-203943-1626144-1628995-1629011,J. Jenkins-N. Vonleh-E. Mudiay-K. Knox-M. Robinson,0.0
203098-203943-1627740-1628372-1629019,J. Jenkins-N. Vonleh-H. Ellenson-D. Smith Jr.-A. Trier,0.0
203098-203943-1628436-1628443-1629019,J. Jenkins-N. Vonleh-L. Kornet-K. Allen-A. Trier,0.0
202498-1628422-1628995-1629011-1629019,L. Thomas-D. Dotson-K. Knox-M. Robinson-A. Trier,0.0
202498-1628372-1628436-1628995-1629011,L. Thomas-D. Smith Jr.-L. Kornet-K. Knox-M. Robinson,0.0
202498-202683-1626144-1628422-1629011,L. Thomas-E. Kanter-E. Mudiay-D. Dotson-M. Robinson,0.0
202498-202683-1626144-1626209-1628373,L. Thomas-E. Kanter-E. Mudiay-M. Hezonja-F. Ntilikina,0.0
202498-202683-1628373-1628422-1629011,L. Thomas-E. Kanter-F. Ntilikina-D. Dotson-M. Robinson,0.0
202498-202683-1626209-1628373-1629019,L. Thomas-E. Kanter-M. Hezonja-F. Ntilikina-A. Trier,0.0
202498-202683-1626209-1627758-1629019,L. Thomas-E. Kanter-M. Hezonja-R. Baker-A. Trier,0.0
202498-202683-203943-1626144-1626209,L. Thomas-E. Kanter-N. Vonleh-E. Mudiay-M. Hezonja,0.0
202498-202683-203501-1628422-1629011,L. Thomas-E. Kanter-T. Hardaway Jr.-D. Dotson-M. Robinson,0.0
202498-202683-203501-1626144-1628422,L. Thomas-E. Kanter-T. Hardaway Jr.-E. Mudiay-D. Dotson,0.0
202498-202683-203501-1626144-1629011,L. Thomas-E. Kanter-T. Hardaway Jr.-E. Mudiay-M. Robinson,0.0
202498-202683-203501-1628373-1628995,L. Thomas-E. Kanter-T. Hardaway Jr.-F. Ntilikina-K. Knox,0.0
202498-202683-203501-1626209-1628373,L. Thomas-E. Kanter-T. Hardaway Jr.-M. Hezonja-F. Ntilikina,0.0
202498-202683-203501-203943-1626144,L. Thomas-E. Kanter-T. Hardaway Jr.-N. Vonleh-E. Mudiay,0.0
202498-202683-203501-203943-1628373,L. Thomas-E. Kanter-T. Hardaway Jr.-N. Vonleh-F. Ntilikina,0.0
202498-202683-203501-203943-1628995,L. Thomas-E. Kanter-T. Hardaway Jr.-N. Vonleh-K. Knox,0.0
202498-202683-203501-203504-1629011,L. Thomas-E. Kanter-T. Hardaway Jr.-T. Burke-M. Robinson,0.0
202498-202683-203501-203504-1627758,L. Thomas-E. Kanter-T. Hardaway Jr.-T. Burke-R. Baker,0.0
202498-1626144-1628422-1628995-1629019,L. Thomas-E. Mudiay-D. Dotson-K. Knox-A. Trier,0.0
202498-1626144-1628422-1628436-1629011,L. Thomas-E. Mudiay-D. Dotson-L. Kornet-M. Robinson,0.0
202498-1626144-1628372-1628422-1628995,L. Thomas-E. Mudiay-D. Smith Jr.-D. Dotson-K. Knox,0.0
202498-1626144-1628372-1628436-1628995,L. Thomas-E. Mudiay-D. Smith Jr.-L. Kornet-K. Knox,0.0
202498-1626144-1628373-1628443-1629011,L. Thomas-E. Mudiay-F. Ntilikina-K. Allen-M. Robinson,0.0
202498-1626144-1628373-1628995-1629011,L. Thomas-E. Mudiay-F. Ntilikina-K. Knox-M. Robinson,0.0
202498-1626144-1627740-1628372-1629019,L. Thomas-E. Mudiay-H. Ellenson-D. Smith Jr.-A. Trier,0.0
202498-1626144-1626209-1628422-1628995,L. Thomas-E. Mudiay-M. Hezonja-D. Dotson-K. Knox,0.0
202498-1627740-1628422-1628995-1629011,L. Thomas-H. Ellenson-D. Dotson-K. Knox-M. Robinson,0.0
202498-1627740-1628372-1629011-1629019,L. Thomas-H. Ellenson-D. Smith Jr.-M. Robinson-A. Trier,0.0
202498-203098-1628422-1628436-1629011,L. Thomas-J. Jenkins-D. Dotson-L. Kornet-M. Robinson,0.0
202498-203098-1626144-1628372-1629011,L. Thomas-J. Jenkins-E. Mudiay-D. Smith Jr.-M. Robinson,0.0
202498-203098-1626144-1627740-1629019,L. Thomas-J. Jenkins-E. Mudiay-H. Ellenson-A. Trier,0.0
202498-203098-1626144-1628443-1629011,L. Thomas-J. Jenkins-E. Mudiay-K. Allen-M. Robinson,0.0
202498-203098-1626144-1626209-1628436,L. Thomas-J. Jenkins-E. Mudiay-M. Hezonja-L. Kornet,0.0
202498-203098-1628373-1628443-1629011,L. Thomas-J. Jenkins-F. Ntilikina-K. Allen-M. Robinson,0.0
202498-203098-1627740-1628422-1629011,L. Thomas-J. Jenkins-H. Ellenson-D. Dotson-M. Robinson,0.0
202498-203098-1627740-1628995-1629011,L. Thomas-J. Jenkins-H. Ellenson-K. Knox-M. Robinson,0.0
202498-203098-1627740-1628436-1629011,L. Thomas-J. Jenkins-H. Ellenson-L. Kornet-M. Robinson,0.0
202498-1628436-1628443-1628995-1629011,L. Thomas-L. Kornet-K. Allen-K. Knox-M. Robinson,0.0
202498-1626209-1628373-1628422-1629011,L. Thomas-M. Hezonja-F. Ntilikina-D. Dotson-M. Robinson,0.0
202498-1626209-1628443-1628995-1629019,L. Thomas-M. Hezonja-K. Allen-K. Knox-A. Trier,0.0
202498-1626209-1628436-1629011-1629019,L. Thomas-M. Hezonja-L. Kornet-M. Robinson-A. Trier,0.0
202498-203943-1628422-1628443-1629019,L. Thomas-N. Vonleh-D. Dotson-K. Allen-A. Trier,0.0
202498-203943-1628422-1628436-1628995,L. Thomas-N. Vonleh-D. Dotson-L. Kornet-K. Knox,0.0
202498-203943-1626144-1628372-1628995,L. Thomas-N. Vonleh-E. Mudiay-D. Smith Jr.-K. Knox,0.0
202498-203943-1626144-1628373-1628995,L. Thomas-N. Vonleh-E. Mudiay-F. Ntilikina-K. Knox,0.0
202498-203943-1626144-1627740-1628372,L. Thomas-N. Vonleh-E. Mudiay-H. Ellenson-D. Smith Jr.,0.0
202498-203943-1626209-1628422-1629019,L. Thomas-N. Vonleh-M. Hezonja-D. Dotson-A. Trier,0.0
202498-203943-1626209-1628443-1628995,L. Thomas-N. Vonleh-M. Hezonja-K. Allen-K. Knox,0.0
202498-203943-1627758-1628422-1629019,L. Thomas-N. Vonleh-R. Baker-D. Dotson-A. Trier,0.0
202498-203504-1628422-1628995-1629011,L. Thomas-T. Burke-D. Dotson-K. Knox-M. Robinson,0.0
202498-203504-1626144-1626209-1628373,L. Thomas-T. Burke-E. Mudiay-M. Hezonja-F. Ntilikina,0.0
202498-203504-1626209-1628422-1628995,L. Thomas-T. Burke-M. Hezonja-D. Dotson-K. Knox,0.0
202498-203504-203943-1628422-1628995,L. Thomas-T. Burke-N. Vonleh-D. Dotson-K. Knox,0.0
202498-203504-203943-1628995-1629019,L. Thomas-T. Burke-N. Vonleh-K. Knox-A. Trier,0.0
202498-203504-203943-1626209-1628373,L. Thomas-T. Burke-N. Vonleh-M. Hezonja-F. Ntilikina,0.0
202498-203504-203943-1626209-1628995,L. Thomas-T. Burke-N. Vonleh-M. Hezonja-K. Knox,0.0
202498-203501-1628422-1628436-1628995,L. Thomas-T. Hardaway Jr.-D. Dotson-L. Kornet-K. Knox,0.0
202498-203501-1626144-1628422-1628436,L. Thomas-T. Hardaway Jr.-E. Mudiay-D. Dotson-L. Kornet,0.0
202498-203501-1628436-1628995-1629019,L. Thomas-T. Hardaway Jr.-L. Kornet-K. Knox-A. Trier,0.0
202498-203501-1626209-1628422-1629019,L. Thomas-T. Hardaway Jr.-M. Hezonja-D. Dotson-A. Trier,0.0
202498-203501-203943-1628422-1629019,L. Thomas-T. Hardaway Jr.-N. Vonleh-D. Dotson-A. Trier,0.0
202498-203501-203943-1628422-1629011,L. Thomas-T. Hardaway Jr.-N. Vonleh-D. Dotson-M. Robinson,0.0
202498-203501-203943-1626144-1629019,L. Thomas-T. Hardaway Jr.-N. Vonleh-E. Mudiay-A. Trier,0.0
202498-203501-203943-1626144-1628422,L. Thomas-T. Hardaway Jr.-N. Vonleh-E. Mudiay-D. Dotson,0.0
202498-203501-203943-1626209-1629019,L. Thomas-T. Hardaway Jr.-N. Vonleh-M. Hezonja-A. Trier,0.0
202498-203501-203943-1626209-1628373,L. Thomas-T. Hardaway Jr.-N. Vonleh-M. Hezonja-F. Ntilikina,0.0
202498-203501-203943-1627758-1629019,L. Thomas-T. Hardaway Jr.-N. Vonleh-R. Baker-A. Trier,0.0
202498-203501-1627758-1628373-1628995,L. Thomas-T. Hardaway Jr.-R. Baker-F. Ntilikina-K. Knox,0.0
202498-203501-203504-1628422-1629019,L. Thomas-T. Hardaway Jr.-T. Burke-D. Dotson-A. Trier,0.0
202498-203501-203504-1628422-1629011,L. Thomas-T. Hardaway Jr.-T. Burke-D. Dotson-M. Robinson,0.0
202498-203501-203504-1626209-1629019,L. Thomas-T. Hardaway Jr.-T. Burke-M. Hezonja-A. Trier,0.0
202498-203501-203504-203943-1626209,L. Thomas-T. Hardaway Jr.-T. Burke-N. Vonleh-M. Hezonja,0.0
202498-203501-203504-203943-1627758,L. Thomas-T. Hardaway Jr.-T. Burke-N. Vonleh-R. Baker,0.0
202498-203501-203504-1627758-1628373,L. Thomas-T. Hardaway Jr.-T. Burke-R. Baker-F. Ntilikina,0.0
1626209-1628422-1628656-1628995-1629011,M. Hezonja-D. Dotson-B. Garrett-K. Knox-M. Robinson,0.0
1626209-1628372-1628422-1628443-1629011,M. Hezonja-D. Smith Jr.-D. Dotson-K. Allen-M. Robinson,0.0
1626209-1628372-1628422-1628995-1629011,M. Hezonja-D. Smith Jr.-D. Dotson-K. Knox-M. Robinson,0.0
1626209-1628373-1628422-1628995-1629019,M. Hezonja-F. Ntilikina-D. Dotson-K. Knox-A. Trier,0.0
203943-1628422-1628443-1629011-1629019,N. Vonleh-D. Dotson-K. Allen-M. Robinson-A. Trier,0.0
203943-1628372-1628422-1628995-1629019,N. Vonleh-D. Smith Jr.-D. Dotson-K. Knox-A. Trier,0.0
203943-1628372-1628443-1628995-1629019,N. Vonleh-D. Smith Jr.-K. Allen-K. Knox-A. Trier,0.0
203943-1628372-1628995-1629011-1629019,N. Vonleh-D. Smith Jr.-K. Knox-M. Robinson-A. Trier,0.0
203943-1628372-1628436-1628995-1629011,N. Vonleh-D. Smith Jr.-L. Kornet-K. Knox-M. Robinson,0.0
203943-1628372-1628436-1629011-1629019,N. Vonleh-D. Smith Jr.-L. Kornet-M. Robinson-A. Trier,0.0
203943-1626144-1628373-1628422-1629019,N. Vonleh-E. Mudiay-F. Ntilikina-D. Dotson-A. Trier,0.0
203943-1626144-1627740-1628995-1629019,N. Vonleh-E. Mudiay-H. Ellenson-K. Knox-A. Trier,0.0
203943-1626144-1626209-1628422-1629011,N. Vonleh-E. Mudiay-M. Hezonja-D. Dotson-M. Robinson,0.0
203943-1626144-1626209-1628436-1628995,N. Vonleh-E. Mudiay-M. Hezonja-L. Kornet-K. Knox,0.0
203943-1628373-1628422-1628436-1629011,N. Vonleh-F. Ntilikina-D. Dotson-L. Kornet-M. Robinson,0.0
203943-1628373-1628436-1628995-1629011,N. Vonleh-F. Ntilikina-L. Kornet-K. Knox-M. Robinson,0.0
203943-1627740-1628372-1628422-1629011,N. Vonleh-H. Ellenson-D. Smith Jr.-D. Dotson-M. Robinson,0.0
203943-1627740-1628372-1628995-1629019,N. Vonleh-H. Ellenson-D. Smith Jr.-K. Knox-A. Trier,0.0
203943-1626209-1628995-1629011-1629019,N. Vonleh-M. Hezonja-K. Knox-M. Robinson-A. Trier,0.0
1627758-1628373-1628422-1628995-1629019,R. Baker-F. Ntilikina-D. Dotson-K. Knox-A. Trier,0.0
203504-1626144-1628422-1628995-1629019,T. Burke-E. Mudiay-D. Dotson-K. Knox-A. Trier,0.0
203504-1626144-1628422-1628436-1629019,T. Burke-E. Mudiay-D. Dotson-L. Kornet-A. Trier,0.0
203504-1626209-1628422-1628436-1629011,T. Burke-M. Hezonja-D. Dotson-L. Kornet-M. Robinson,0.0
203504-1626209-1627758-1628436-1629011,T. Burke-M. Hezonja-R. Baker-L. Kornet-M. Robinson,0.0
203504-203943-1626144-1628373-1629019,T. Burke-N. Vonleh-E. Mudiay-F. Ntilikina-A. Trier,0.0
203504-203943-1626144-1626209-1628422,T. Burke-N. Vonleh-E. Mudiay-M. Hezonja-D. Dotson,0.0
203504-203943-1626209-1628995-1629019,T. Burke-N. Vonleh-M. Hezonja-K. Knox-A. Trier,0.0
203501-1626144-1628422-1628436-1629019,T. Hardaway Jr.-E. Mudiay-D. Dotson-L. Kornet-A. Trier,0.0
203501-1626144-1628422-1628436-1629011,T. Hardaway Jr.-E. Mudiay-D. Dotson-L. Kornet-M. Robinson,0.0
203501-1626144-1626209-1628422-1628436,T. Hardaway Jr.-E. Mudiay-M. Hezonja-D. Dotson-L. Kornet,0.0
203501-1626144-1626209-1628436-1628995,T. Hardaway Jr.-E. Mudiay-M. Hezonja-L. Kornet-K. Knox,0.0
203501-1628373-1628422-1628995-1629019,T. Hardaway Jr.-F. Ntilikina-D. Dotson-K. Knox-A. Trier,0.0
203501-1626209-1628422-1628443-1629019,T. Hardaway Jr.-M. Hezonja-D. Dotson-K. Allen-A. Trier,0.0
203501-1626209-1628373-1628436-1628995,T. Hardaway Jr.-M. Hezonja-F. Ntilikina-L. Kornet-K. Knox,0.0
203501-1626209-1628443-1628995-1629019,T. Hardaway Jr.-M. Hezonja-K. Allen-K. Knox-A. Trier,0.0
203501-1626209-1627758-1628373-1628422,T. Hardaway Jr.-M. Hezonja-R. Baker-F. Ntilikina-D. Dotson,0.0
203501-203943-1628422-1628995-1629011,T. Hardaway Jr.-N. Vonleh-D. Dotson-K. Knox-M. Robinson,0.0
203501-203943-1626144-1628373-1628422,T. Hardaway Jr.-N. Vonleh-E. Mudiay-F. Ntilikina-D. Dotson,0.0
203501-203943-1626144-1628373-1629011,T. Hardaway Jr.-N. Vonleh-E. Mudiay-F. Ntilikina-M. Robinson,0.0
203501-203943-1626144-1628436-1629019,T. Hardaway Jr.-N. Vonleh-E. Mudiay-L. Kornet-A. Trier,0.0
203501-203943-1626144-1626209-1628373,T. Hardaway Jr.-N. Vonleh-E. Mudiay-M. Hezonja-F. Ntilikina,0.0
203501-203943-1628373-1628422-1628436,T. Hardaway Jr.-N. Vonleh-F. Ntilikina-D. Dotson-L. Kornet,0.0
203501-203943-1628373-1628436-1629019,T. Hardaway Jr.-N. Vonleh-F. Ntilikina-L. Kornet-A. Trier,0.0
203501-203943-1628436-1628995-1629019,T. Hardaway Jr.-N. Vonleh-L. Kornet-K. Knox-A. Trier,0.0
203501-203943-1626209-1628422-1628436,T. Hardaway Jr.-N. Vonleh-M. Hezonja-D. Dotson-L. Kornet,0.0
203501-203943-1626209-1629011-1629019,T. Hardaway Jr.-N. Vonleh-M. Hezonja-M. Robinson-A. Trier,0.0
203501-203943-1626209-1627758-1628995,T. Hardaway Jr.-N. Vonleh-M. Hezonja-R. Baker-K. Knox,0.0
203501-203943-1627758-1628422-1629019,T. Hardaway Jr.-N. Vonleh-R. Baker-D. Dotson-A. Trier,0.0
203501-1627758-1628373-1628995-1629011,T. Hardaway Jr.-R. Baker-F. Ntilikina-K. Knox-M. Robinson,0.0
203501-203504-1628373-1628422-1629011,T. Hardaway Jr.-T. Burke-F. Ntilikina-D. Dotson-M. Robinson,0.0
203501-203504-1628373-1629011-1629019,T. Hardaway Jr.-T. Burke-F. Ntilikina-M. Robinson-A. Trier,0.0
203501-203504-1626209-1628422-1629019,T. Hardaway Jr.-T. Burke-M. Hezonja-D. Dotson-A. Trier,0.0
203501-203504-1626209-1628443-1628995,T. Hardaway Jr.-T. Burke-M. Hezonja-K. Allen-K. Knox,0.0
203501-203504-203943-1626144-1629011,T. Hardaway Jr.-T. Burke-N. Vonleh-E. Mudiay-M. Robinson,0.0
203501-203504-203943-1628995-1629011,T. Hardaway Jr.-T. Burke-N. Vonleh-K. Knox-M. Robinson,0.0
203501-203504-203943-1626209-1628373,T. Hardaway Jr.-T. Burke-N. Vonleh-M. Hezonja-F. Ntilikina,0.0
202083-203943-1628436-1628443-1629019,W. Matthews-N. Vonleh-L. Kornet-K. Allen-A. Trier,0.0
202083-203943-1626209-1628443-1629019,W. Matthews-N. Vonleh-M. Hezonja-K. Allen-A. Trier,0.0
201566-202331-203500-203924-1628390,R. Westbrook-P. George-S. Adams-J. Grant-T. Ferguson,919.0
201566-202331-203471-203500-203924,R. Westbrook-P. George-D. Schroder-S. Adams-J. Grant,434.0
201566-203471-203500-203924-1628390,R. Westbrook-D. Schroder-S. Adams-J. Grant-T. Ferguson,186.0
202331-203471-203500-203924-1628390,P. George-D. Schroder-S. Adams-J. Grant-T. Ferguson,142.0
201566-202331-203500-203518-203924,R. Westbrook-P. George-S. Adams-A. Abrines-J. Grant,88.0
202331-202693-203457-203471-1627846,P. George-M. Morris-N. Noel-D. Schroder-A. Nader,79.0
202335-203457-203471-203518-1628977,P. Patterson-N. Noel-D. Schroder-A. Abrines-H. Diallo,76.0
202331-202335-203457-203471-1627846,P. George-P. Patterson-N. Noel-D. Schroder-A. Nader,62.0
201566-202331-203471-203500-1628390,R. Westbrook-P. George-D. Schroder-S. Adams-T. Ferguson,60.0
202331-203471-203500-203518-203924,P. George-D. Schroder-S. Adams-A. Abrines-J. Grant,52.0
201566-202331-202335-203500-1628390,R. Westbrook-P. George-P. Patterson-S. Adams-T. Ferguson,52.0
201566-202331-203457-203471-203924,R. Westbrook-P. George-N. Noel-D. Schroder-J. Grant,44.0
202331-202335-203471-203500-1628390,P. George-P. Patterson-D. Schroder-S. Adams-T. Ferguson,42.0
201566-203471-203500-203924-1627846,R. Westbrook-D. Schroder-S. Adams-J. Grant-A. Nader,42.0
101109-202335-203457-203518-1628977,R. Felton-P. Patterson-N. Noel-A. Abrines-H. Diallo,32.0
201566-202331-202335-203471-203500,R. Westbrook-P. George-P. Patterson-D. Schroder-S. Adams,31.0
101109-202331-202693-203457-203471,R. Felton-P. George-M. Morris-N. Noel-D. Schroder,30.0
201566-202331-203457-203924-1628390,R. Westbrook-P. George-N. Noel-J. Grant-T. Ferguson,29.0
202335-203457-203471-1627846-1628977,P. Patterson-N. Noel-D. Schroder-A. Nader-H. Diallo,27.0
202331-202335-203457-203471-203518,P. George-P. Patterson-N. Noel-D. Schroder-A. Abrines,26.0
201566-202693-203471-203924-1628390,R. Westbrook-M. Morris-D. Schroder-J. Grant-T. Ferguson,25.0
202331-203471-203500-203924-1628977,P. George-D. Schroder-S. Adams-J. Grant-H. Diallo,24.0
201566-203457-203471-203924-1628390,R. Westbrook-N. Noel-D. Schroder-J. Grant-T. Ferguson,24.0
201566-202331-203500-203924-1628977,R. Westbrook-P. George-S. Adams-J. Grant-H. Diallo,24.0
201566-202331-203500-203924-1627789,R. Westbrook-P. George-S. Adams-J. Grant-T. Luwawu-Cabarrot,22.0
202331-203471-203500-203924-1627846,P. George-D. Schroder-S. Adams-J. Grant-A. Nader,21.0
202331-203457-203471-203518-203924,P. George-N. Noel-D. Schroder-A. Abrines-J. Grant,21.0
202331-202335-203471-203500-203518,P. George-P. Patterson-D. Schroder-S. Adams-A. Abrines,20.0
201566-203457-203471-203924-1627846,R. Westbrook-N. Noel-D. Schroder-J. Grant-A. Nader,20.0
201566-202331-203500-203924-1627846,R. Westbrook-P. George-S. Adams-J. Grant-A. Nader,20.0
201566-202331-203471-203924-1628390,R. Westbrook-P. George-D. Schroder-J. Grant-T. Ferguson,19.0
201566-202331-203471-203500-203518,R. Westbrook-P. George-D. Schroder-S. Adams-A. Abrines,17.0
202331-203457-203471-203924-1627846,P. George-N. Noel-D. Schroder-J. Grant-A. Nader,16.0
202335-203471-203924-1627846-1628977,P. Patterson-D. Schroder-J. Grant-A. Nader-H. Diallo,16.0
201566-202693-203471-203500-1627846,R. Westbrook-M. Morris-D. Schroder-S. Adams-A. Nader,16.0
201566-202331-203457-203924-1628977,R. Westbrook-P. George-N. Noel-J. Grant-H. Diallo,16.0
201566-202335-203457-203471-1628977,R. Westbrook-P. Patterson-N. Noel-D. Schroder-H. Diallo,16.0
202331-202335-203471-203500-1627846,P. George-P. Patterson-D. Schroder-S. Adams-A. Nader,15.0
202331-202335-203457-203471-1628977,P. George-P. Patterson-N. Noel-D. Schroder-H. Diallo,15.0
202331-202693-203471-203924-1627846,P. George-M. Morris-D. Schroder-J. Grant-A. Nader,14.0
202331-202693-203471-203500-1627846,P. George-M. Morris-D. Schroder-S. Adams-A. Nader,14.0
202331-202335-203457-203471-1628390,P. George-P. Patterson-N. Noel-D. Schroder-T. Ferguson,14.0
202335-203457-203471-203518-1628390,P. Patterson-N. Noel-D. Schroder-A. Abrines-T. Ferguson,13.0
101109-202331-202335-203457-203518,R. Felton-P. George-P. Patterson-N. Noel-A. Abrines,13.0
201566-202693-203471-203500-1628390,R. Westbrook-M. Morris-D. Schroder-S. Adams-T. Ferguson,13.0
201566-202331-203500-203924-1629126,R. Westbrook-P. George-S. Adams-J. Grant-D. Burton,13.0
